"","run","Irrigation.Efficiency","Scenario.1","water.price.elasticity","share.other.crops.irrigation","water.price","Kc","tick","reduction.this.month","energy.output.this.month","water.price.this.month","ag.allocation.this.month","mu.allocation.this.month","total.allocation.this.month","V.display","population"
"117",1,0.7,TRUE,-0.3,0.57,5.2,0.2,116,0,180,0,0,25424.0313756389,25424.0313756389,667585.557218812,4.1630966719566
"118",1,0.7,TRUE,-0.3,0.57,5.2,0.2,117,0,180,0,0,25228.365832057,25228.365832057,835488.494467534,4.1630966719566
"119",1,0.7,TRUE,-0.3,0.57,5.2,0.2,118,0,180,0,2381.796614477,28521.3752995747,30903.1719140517,899235.76280342,4.1630966719566
"120",1,0.7,TRUE,-0.3,0.57,5.2,0.2,119,0,180,0,11929.105120936,30348.9747385636,42278.0798594996,834803.418975317,4.1630966719566
"121",2,0.7,TRUE,-0.3,0.57,5.2,0.2,0,0,0,0,0,0,0,0,3.875
"122",2,0.7,TRUE,-0.3,0.57,5.2,0.2,1,0,180,0,31116.8169964,33034.375,64151.1919964,829442,3.875
"123",2,0.7,TRUE,-0.3,0.57,5.2,0.2,2,0,180,0,24109.03019784,31248,55357.03019784,692659.6160072,3.875
"124",2,0.7,TRUE,-0.3,0.57,5.2,0.2,3,0,180,0,19779.77679856,33154.5,52934.27679856,561985.55561152,3.875
"125",2,0.7,TRUE,-0.3,0.57,5.2,0.2,4,0,180,0,10345.60339928,28481.25,38826.85339928,459226.0020144,3.875
"126",2,0.7,TRUE,-0.3,0.57,5.2,0.2,5,0.2,180,0,2540.08601649552,20853.7,23393.7860164955,431086.29521584,3.875
"127",2,0.7,TRUE,-0.3,0.57,5.2,0.2,6,0,180,0,393.3,23482.5,23875.8,622920.723182849,3.875
"128",2,0.7,TRUE,-0.3,0.57,5.2,0.2,7,0,180,0,406.41,23424.375,23830.785,901025.123182849,3.875
"129",2,0.7,TRUE,-0.3,0.57,5.2,0.2,8,0,180,0,406.41,23664.625,24071.035,921000,3.875
"130",2,0.7,TRUE,-0.3,0.57,5.2,0.2,9,0,180,0,393.3,23482.5,23875.8,921000,3.875
"131",2,0.7,TRUE,-0.3,0.57,5.2,0.2,10,0,180,0,4164.6394515348,26547.625,30712.2644515348,921000,3.875
"132",2,0.7,TRUE,-0.3,0.57,5.2,0.2,11,0,180,0,7559.1331813472,28248.75,35807.8831813472,921000,3.875
"133",2,0.7,TRUE,-0.3,0.57,5.2,0.2,12,0,180,0,21875.90083902,32193.5,54069.40083902,921000,3.906
"134",2,0.7,TRUE,-0.3,0.57,5.2,0.2,13,0,180,0,30147.950242685,33298.65,63446.600242685,895985.786239045,3.906
"135",2,0.7,TRUE,-0.3,0.57,5.2,0.2,14,0,180,0,23570.6075639916,31497.984,55068.5915639916,743676.585753675,3.906
"136",2,0.7,TRUE,-0.3,0.57,5.2,0.2,15,0,180,0,19328.7504985452,33419.736,52748.4864985452,628328.402625691,3.906
"137",2,0.7,TRUE,-0.3,0.57,5.2,0.2,16,0,180,0,10121.2724933596,28709.1,38830.3724933596,570488.429628601,3.906
"138",2,0.7,TRUE,-0.3,0.57,5.2,0.2,17,0,180,0,2598.6149490024,26275.662,28874.2769490024,586476.684641882,3.906
"139",2,0.7,TRUE,-0.3,0.57,5.2,0.2,18,0,180,0,393.3,23670.36,24063.66,692503.130743877,3.906
"140",2,0.7,TRUE,-0.3,0.57,5.2,0.2,19,0,180,0,388.74,23611.77,24000.51,815960.810743877,3.906
"141",2,0.7,TRUE,-0.3,0.57,5.2,0.2,20,0,180,0,388.74,23853.942,24242.682,881919.790743877,3.906
"142",2,0.7,TRUE,-0.3,0.57,5.2,0.2,21,0,180,0,393.3,23670.36,24063.66,921000,3.906
"143",2,0.7,TRUE,-0.3,0.57,5.2,0.2,22,0,180,0,4378.709253967,26760.006,31138.715253967,921000,3.906
"144",2,0.7,TRUE,-0.3,0.57,5.2,0.2,23,0,180,0,11227.666769202,28474.74,39702.406769202,921000,3.906
"145",2,0.7,TRUE,-0.3,0.57,5.2,0.2,24,0,180,0,28169.8637844032,32451.048,60620.9117844032,895561.862697539,3.937248
"146",2,0.7,TRUE,-0.3,0.57,5.2,0.2,25,0,180,0,36634.807000733,33565.0392,70199.846200733,764739.039128732,3.937248
"147",2,0.7,TRUE,-0.3,0.57,5.2,0.2,26,0,180,0,29386.2738182454,31749.967872,61136.2416902454,609465.346727266,3.937248
"148",2,0.7,TRUE,-0.3,0.57,5.2,0.2,27,0,180,0,24603.1927944172,33687.093888,58290.2866824172,473969.863346776,3.937248
"149",2,0.7,TRUE,-0.3,0.57,5.2,0.2,28,0.3,180,0,9049.2963231349,20257.14096,29306.4372831349,362781.289981941,3.937248
"150",2,0.7,TRUE,-0.3,0.57,5.2,0.2,29,0.3,180,0,2484.52907229604,18540.1071072,21024.636179496,349068.415415671,3.937248
"151",2,0.7,TRUE,-0.3,0.57,5.2,0.2,30,0,180,0,564.3,23859.72288,24424.02288,473514.143056679,3.937248
"152",2,0.7,TRUE,-0.3,0.57,5.2,0.2,31,0,180,0,565.44,23800.66416,24366.10416,672940.097296679,3.937248
"153",2,0.7,TRUE,-0.3,0.57,5.2,0.2,32,0,180,0,565.44,24044.773536,24610.213536,811886.888976679,3.937248
"154",2,0.7,TRUE,-0.3,0.57,5.2,0.2,33,0,180,0,564.3,23859.72288,24424.02288,910994.461904679,3.937248
"155",2,0.7,TRUE,-0.3,0.57,5.2,0.2,34,0,180,0,5431.6949628396,26974.086048,32405.7810108396,921000,3.937248
"156",2,0.7,TRUE,-0.3,0.57,5.2,0.2,35,0,180,0,10270.146764518,28702.53792,38972.684684518,921000,3.937248
"157",2,0.7,TRUE,-0.3,0.57,5.2,0.2,36,0,180,0,25150.8240245544,32710.656384,57861.4804085544,859282.484753964,3.968745984
"158",2,0.7,TRUE,-0.3,0.57,5.2,0.2,37,0,180,0,32619.695744894,33833.5595136,66453.255258494,739455.523936855,3.968745984
"159",2,0.7,TRUE,-0.3,0.57,5.2,0.2,38,0,180,0,26141.8655090784,33146.966458368,59288.8319674464,584332.013419867,3.968745984
"160",2,0.7,TRUE,-0.3,0.57,5.2,0.2,39,0.2,180,0,16883.5823240544,27165.2725112832,44048.8548353376,441666.349484975,3.968745984
"161",2,0.7,TRUE,-0.3,0.57,5.2,0.2,40,0.3,180,0,7732.53868931824,20419.19808768,28151.7367769982,371439.639814299,3.968745984
"162",2,0.7,TRUE,-0.3,0.57,5.2,0.2,41,0.3,180,0,2790.62150486532,18688.4279640576,21479.0494689229,372385.166260303,3.968745984
"163",2,0.7,TRUE,-0.3,0.57,5.2,0.2,42,0.2,180,0,355.68,19240.480530432,19596.160530432,424757.067322457,3.968745984
"164",2,0.7,TRUE,-0.3,0.57,5.2,0.2,43,0,180,0,441.75,23991.06947328,24432.81947328,626096.746261593,3.968745984
"165",2,0.7,TRUE,-0.3,0.57,5.2,0.2,44,0,180,0,441.75,24237.131724288,24678.881724288,921000,3.968745984
"166",2,0.7,TRUE,-0.3,0.57,5.2,0.2,45,0,180,0,444.6,24050.60066304,24495.20066304,921000,3.968745984
"167",2,0.7,TRUE,-0.3,0.57,5.2,0.2,46,0,180,0,3856.9074943234,27189.878736384,31046.7862307074,921000,3.968745984
"168",2,0.7,TRUE,-0.3,0.57,5.2,0.2,47,0,180,0,10294.1048044988,28932.15822336,39226.2630278588,921000,3.968745984
"169",2,0.7,TRUE,-0.3,0.57,5.2,0.2,48,0,180,0,26208.6481789296,32972.341635072,59180.9898140016,921000,4.000495951872
"170",2,0.7,TRUE,-0.3,0.57,5.2,0.2,49,0,180,0,34000.952806888,34104.2279897088,68105.1807965968,921000,4.000495951872
"171",2,0.7,TRUE,-0.3,0.57,5.2,0.2,50,0,180,0,26899.5345758916,32259.9993558958,59159.5339317874,863647.502802048,4.000495951872
"172",2,0.7,TRUE,-0.3,0.57,5.2,0.2,51,0,180,0,22354.3274210368,34228.2433642168,56582.5707852536,739873.434938473,4.000495951872
"173",2,0.7,TRUE,-0.3,0.57,5.2,0.2,52,0,180,0,11728.5627146612,29403.6452462592,41132.2079609204,654498.293367966,4.000495951872
"174",2,0.7,TRUE,-0.3,0.57,5.2,0.2,53,0,180,0,4033.7619111824,26911.3362682429,30945.0981794253,633120.877446125,4.000495951872
"175",2,0.7,TRUE,-0.3,0.57,5.2,0.2,54,0,180,0,495.9,24243.0054683443,24738.9054683443,754280.681087275,4.000495951872
"176",2,0.7,TRUE,-0.3,0.57,5.2,0.2,55,0,180,0,494.76,24182.9980290662,24677.7580290662,921000,4.000495951872
"177",2,0.7,TRUE,-0.3,0.57,5.2,0.2,56,0,180,0,494.76,24431.0287780823,24925.7887780823,921000,4.000495951872
"178",2,0.7,TRUE,-0.3,0.57,5.2,0.2,57,0,180,0,495.9,24243.0054683443,24738.9054683443,921000,4.000495951872
"179",2,0.7,TRUE,-0.3,0.57,5.2,0.2,58,0,180,0,3771.3211592664,27407.3977662751,31178.7189255415,921000,4.000495951872
"180",2,0.7,TRUE,-0.3,0.57,5.2,0.2,59,0,180,0,6512.756364732,29163.6154891469,35676.3718538789,921000,4.000495951872
"181",2,0.7,TRUE,-0.3,0.57,5.2,0.2,60,0,180,0,24382.9248063648,33236.1203681526,57619.0451745174,921000,4.03249991948698
"182",2,0.7,TRUE,-0.3,0.57,5.2,0.2,61,0,180,0,32244.054549096,34377.0618136265,66621.1163627225,921000,4.03249991948698
"183",2,0.7,TRUE,-0.3,0.57,5.2,0.2,62,0,180,0,25664.4395241066,32518.079350743,58182.5188748496,921000,4.03249991948698
"184",2,0.7,TRUE,-0.3,0.57,5.2,0.2,63,0,180,0,21211.8657683556,34502.0693111306,55713.9350794862,911826.423216581,4.03249991948698
"185",2,0.7,TRUE,-0.3,0.57,5.2,0.2,64,0,180,0,11127.8396960186,29638.8744082293,40766.7141042479,810716.553057608,4.03249991948698
"186",2,0.7,TRUE,-0.3,0.57,5.2,0.2,65,0,180,0,3461.616940251,27126.6269583889,30588.2438986399,793613.124849113,4.03249991948698
"187",2,0.7,TRUE,-0.3,0.57,5.2,0.2,66,0,180,0,461.7,24436.9495120911,24898.6495120911,921000,4.03249991948698
"188",2,0.7,TRUE,-0.3,0.57,5.2,0.2,67,0,180,0,459.42,24376.4620132988,24835.8820132988,921000,4.03249991948698
